vertexA, vertexB, weight, timestamp, graphOrder, graphWeight, graphEdgeCount, maxDegree, numCommunities, edgeType, vertexARole, vertexANewCommunity, vertexANewCommunityQ, vertexANewCommunityEvolution, vertexAOldCommunity, vertexAOldCommunityQ, vertexAOldCommunityEvolution, vertexBRole, vertexBNewCommunity, vertexBNewCommunityQ, vertexBNewCommunityEvolution, vertexBOldCommunity, vertexBOldCommunityQ, vertexBOldCommunityEvolution
107, 96, 1, 1710, 128, 1610, 125, 16, 598, EDGE_UPDATE, ROLE_AMBASSADOR, 106_100_0, 11.134, EVO_NONE, 106_100_0, 11.8073, EVO_NONE, ROLE_AMBASSADOR, 106_100_0, 11.134, EVO_GROWTH, 110_73_0, 1.72609, EVO_CONTRACT
107, 112, 1, 1711, 128, 1611, 125, 16, 598, EDGE_ADD, ROLE_AMBASSADOR, 106_100_0, 11.1112, EVO_NONE, 106_100_0, 11.1112, EVO_NONE, ROLE_AMBASSADOR, 110_73_0, 1.28804, EVO_NONE, 110_73_0, 1.28804, EVO_NONE
107, 120, 1, 1712, 128, 1612, 125, 16, 598, EDGE_ADD, ROLE_AMBASSADOR, 106_100_0, 11.0886, EVO_NONE, 106_100_0, 11.0886, EVO_NONE, ROLE_AMBASSADOR, 105_86_0, 11.4105, EVO_GROWTH, 89_76_0, 0.424333, EVO_CONTRACT
108, 2, 1, 1713, 128, 1613, 125, 16, 599, EDGE_UPDATE, ROLE_NONE, 94_84_1, 9.19494, EVO_NONE, 94_84_1, 9.32179, EVO_NONE, ROLE_NONE, 94_84_1, 9.19494, EVO_NONE, 94_84_1, 9.32179, EVO_NONE
108, 14, 1, 1714, 128, 1613, 125, 16, 599, EDGE_UPDATE, ROLE_AMBASSADOR, 110_73_0, 1.75835, EVO_GROWTH, 94_84_1, 9.17897, EVO_CONTRACT, ROLE_AMBASSADOR, 106_100_0, 10.8903, EVO_GROWTH, 114_101_0, 12.3617, EVO_CONTRACT
108, 35, 1, 1715, 128, 1613, 125, 16, 599, EDGE_UPDATE, ROLE_AMBASSADOR, 110_73_0, 1.75446, EVO_NONE, 110_73_0, 1.75446, EVO_NONE, ROLE_AMBASSADOR, 114_101_0, 11.4437, EVO_NONE, 114_101_0, 11.4437, EVO_NONE
108, 42, 1, 1716, 128, 1613, 125, 16, 599, EDGE_UPDATE, ROLE_AMBASSADOR, 110_73_0, 1.75059, EVO_NONE, 110_73_0, 1.75059, EVO_NONE, ROLE_AMBASSADOR, 114_101_0, 11.4201, EVO_NONE, 114_101_0, 11.4201, EVO_NONE
108, 55, 1, 1717, 128, 1613, 125, 16, 599, EDGE_UPDATE, ROLE_AMBASSADOR, 110_73_0, 1.74674, EVO_NONE, 110_73_0, 1.74674, EVO_NONE, ROLE_AMBASSADOR, 114_101_0, 13.1726, EVO_GROWTH, 75_70_0, -0.0886286, EVO_CONTRACT
108, 56, 1, 1718, 128, 1614, 125, 16, 600, EDGE_UPDATE, ROLE_NONE, 110_73_0, 1.66304, EVO_NONE, 110_73_0, 1.9137, EVO_NONE, ROLE_NONE, 110_73_0, 1.66304, EVO_NONE, 110_73_0, 1.9137, EVO_NONE
108, 57, 1, 1719, 128, 1614, 125, 16, 600, EDGE_UPDATE, ROLE_AMBASSADOR, 110_73_0, 1.65956, EVO_NONE, 110_73_0, 1.65956, EVO_NONE, ROLE_AMBASSADOR, 75_70_0, -0.090314, EVO_NONE, 75_70_0, -0.090314, EVO_NONE
108, 58, 1, 1720, 128, 1614, 125, 16, 600, EDGE_UPDATE, ROLE_AMBASSADOR, 110_73_0, 1.6561, EVO_NONE, 110_73_0, 1.6561, EVO_NONE, ROLE_AMBASSADOR, 75_70_0, -0.090159, EVO_NONE, 75_70_0, -0.090159, EVO_NONE
108, 59, 1, 1721, 128, 1614, 125, 16, 600, EDGE_UPDATE, ROLE_AMBASSADOR, 110_73_0, 1.65264, EVO_NONE, 110_73_0, 1.65264, EVO_NONE, ROLE_AMBASSADOR, 114_101_0, 13.1513, EVO_NONE, 114_101_0, 13.1513, EVO_NONE
108, 70, 1, 1722, 128, 1614, 125, 16, 600, EDGE_UPDATE, ROLE_AMBASSADOR, 110_73_0, 1.64921, EVO_NONE, 110_73_0, 1.64921, EVO_NONE, ROLE_AMBASSADOR, 75_70_0, -0.0900047, EVO_NONE, 75_70_0, -0.0900047, EVO_NONE
108, 81, 1, 1723, 128, 1615, 125, 16, 601, EDGE_UPDATE, ROLE_NONE, 110_73_0, 1.74643, EVO_NONE, 110_73_0, 1.80736, EVO_NONE, ROLE_NONE, 110_73_0, 1.74643, EVO_NONE, 110_73_0, 1.80736, EVO_NONE
108, 83, 1, 1724, 128, 1615, 125, 16, 601, EDGE_UPDATE, ROLE_AMBASSADOR, 110_73_0, 1.74294, EVO_NONE, 110_73_0, 1.74294, EVO_NONE, ROLE_AMBASSADOR, 114_101_0, 14.1233, EVO_GROWTH, 94_84_1, 8.93791, EVO_CONTRACT
108, 88, 1, 1725, 128, 1616, 125, 16, 602, EDGE_UPDATE, ROLE_NONE, 110_73_0, 1.6797, EVO_NONE, 110_73_0, 1.89453, EVO_NONE, ROLE_NONE, 110_73_0, 1.6797, EVO_NONE, 110_73_0, 1.89453, EVO_NONE
108, 100, 1, 1726, 128, 1616, 125, 16, 602, EDGE_UPDATE, ROLE_AMBASSADOR, 106_100_0, 11.1727, EVO_GROWTH, 110_73_0, 1.67647, EVO_CONTRACT, ROLE_AMBASSADOR, 106_100_0, 11.1727, EVO_NONE, 106_100_0, 10.8767, EVO_NONE
108, 101, 1, 1727, 128, 1617, 125, 16, 603, EDGE_UPDATE, ROLE_NONE, 106_100_0, 11.2485, EVO_NONE, 106_100_0, 11.2909, EVO_NONE, ROLE_NONE, 106_100_0, 11.2485, EVO_NONE, 106_100_0, 11.2909, EVO_NONE
108, 127, 1, 1728, 128, 1618, 125, 16, 603, EDGE_ADD, ROLE_AMBASSADOR, 106_100_0, 11.2292, EVO_NONE, 106_100_0, 11.2292, EVO_NONE, ROLE_AMBASSADOR, 94_84_1, 8.17307, EVO_NONE, 94_84_1, 8.17307, EVO_NONE
109, 4, 1, 1729, 128, 1618, 125, 16, 603, EDGE_UPDATE, ROLE_AMBASSADOR, 77_61_0, 7.18948, EVO_NONE, 77_61_0, 7.18948, EVO_NONE, ROLE_AMBASSADOR, 105_86_0, 11.74, EVO_GROWTH, 89_76_0, -0.0538581, EVO_CONTRACT
109, 11, 1, 1730, 128, 1618, 125, 16, 603, EDGE_UPDATE, ROLE_AMBASSADOR, 77_61_0, 7.17518, EVO_NONE, 77_61_0, 7.17518, EVO_NONE, ROLE_AMBASSADOR, 75_70_0, 1.5421, EVO_GROWTH, 5_4_0, -0.0974569, EVO_CONTRACT
109, 12, 1, 1731, 128, 1619, 125, 16, 604, EDGE_UPDATE, ROLE_NONE, 77_61_0, 7.16608, EVO_NONE, 77_61_0, 7.30575, EVO_NONE, ROLE_NONE, 77_61_0, 7.16608, EVO_NONE, 77_61_0, 7.30575, EVO_NONE
109, 18, 1, 1732, 128, 1619, 125, 16, 604, EDGE_UPDATE, ROLE_AMBASSADOR, 77_61_0, 9.7947, EVO_NONE, 77_61_0, 7.15219, EVO_NONE, ROLE_AMBASSADOR, 77_61_0, 9.7947, EVO_GROWTH, 61_49_0, -0.0602252, EVO_CONTRACT
109, 24, 1, 1733, 128, 1620, 125, 16, 605, EDGE_UPDATE, ROLE_NONE, 77_61_0, 9.12593, EVO_NONE, 77_61_0, 9.90494, EVO_NONE, ROLE_NONE, 77_61_0, 9.12593, EVO_NONE, 77_61_0, 9.90494, EVO_NONE
109, 25, 1, 1734, 128, 1620, 125, 16, 605, EDGE_UPDATE, ROLE_AMBASSADOR, 77_61_0, 9.10974, EVO_NONE, 77_61_0, 9.10974, EVO_NONE, ROLE_AMBASSADOR, 105_86_0, 12.3642, EVO_GROWTH, 89_76_0, -0.054066, EVO_CONTRACT
109, 30, 1, 1735, 128, 1620, 125, 16, 605, EDGE_UPDATE, ROLE_AMBASSADOR, 77_61_0, 9.09362, EVO_NONE, 77_61_0, 9.09362, EVO_NONE, ROLE_AMBASSADOR, 105_86_0, 13.0749, EVO_GROWTH, 102_101_0, -0.0880214, EVO_CONTRACT
109, 32, 1, 1736, 128, 1621, 125, 16, 606, EDGE_UPDATE, ROLE_NONE, 77_61_0, 8.32111, EVO_NONE, 77_61_0, 9.20326, EVO_NONE, ROLE_NONE, 77_61_0, 8.32111, EVO_NONE, 77_61_0, 9.20326, EVO_NONE
109, 53, 1, 1737, 128, 1621, 125, 16, 606, EDGE_UPDATE, ROLE_AMBASSADOR, 77_61_0, 8.30676, EVO_NONE, 77_61_0, 8.30676, EVO_NONE, ROLE_AMBASSADOR, 106_100_0, 11.1942, EVO_NONE, 106_100_0, 11.1942, EVO_NONE
109, 61, 1, 1738, 128, 1621, 125, 16, 606, EDGE_UPDATE, ROLE_AMBASSADOR, 77_61_0, 8.29245, EVO_NONE, 77_61_0, 8.29245, EVO_NONE, ROLE_AMBASSADOR, 106_100_0, 11.1717, EVO_NONE, 106_100_0, 11.1717, EVO_NONE
109, 68, 1, 1739, 128, 1621, 125, 16, 606, EDGE_UPDATE, ROLE_AMBASSADOR, 77_61_0, 8.2782, EVO_NONE, 77_61_0, 8.2782, EVO_NONE, ROLE_AMBASSADOR, 106_100_0, 11.1492, EVO_NONE, 106_100_0, 11.1492, EVO_NONE
109, 77, 1, 1740, 128, 1622, 125, 16, 607, EDGE_UPDATE, ROLE_NONE, 77_61_0, 6.89502, EVO_NONE, 77_61_0, 8.38748, EVO_NONE, ROLE_NONE, 77_61_0, 6.89502, EVO_NONE, 77_61_0, 8.38748, EVO_NONE
109, 82, 1, 1741, 128, 1622, 125, 16, 607, EDGE_UPDATE, ROLE_AMBASSADOR, 77_61_0, 6.88342, EVO_NONE, 77_61_0, 6.88342, EVO_NONE, ROLE_AMBASSADOR, 102_101_0, 0.479593, EVO_GROWTH, 105_86_0, 13.058, EVO_CONTRACT
109, 122, 1, 1742, 128, 1623, 125, 16, 607, EDGE_ADD, ROLE_AMBASSADOR, 105_86_0, 14.0434, EVO_GROWTH, 77_61_0, 6.87399, EVO_CONTRACT, ROLE_AMBASSADOR, 105_86_0, 14.0434, EVO_GROWTH, 89_76_0, -0.0540355, EVO_CONTRACT
109, 124, 1, 1743, 128, 1624, 125, 16, 607, EDGE_ADD, ROLE_AMBASSADOR, 105_86_0, 14.0217, EVO_NONE, 105_86_0, 14.0217, EVO_NONE, ROLE_AMBASSADOR, 77_61_0, 5.09064, EVO_NONE, 77_61_0, 5.09064, EVO_NONE
109, 125, 1, 1744, 128, 1625, 125, 16, 607, EDGE_ADD, ROLE_AMBASSADOR, 105_86_0, 14.0001, EVO_NONE, 105_86_0, 14.0001, EVO_NONE, ROLE_AMBASSADOR, 77_61_0, 5.08325, EVO_NONE, 77_61_0, 5.08325, EVO_NONE
110, 2, 1, 1745, 128, 1625, 125, 16, 607, EDGE_UPDATE, ROLE_AMBASSADOR, 110_73_0, 0.643939, EVO_NONE, 110_73_0, 0.643939, EVO_NONE, ROLE_AMBASSADOR, 94_84_1, 8.17537, EVO_NONE, 94_84_1, 8.17537, EVO_NONE
110, 7, 1, 1746, 128, 1625, 125, 16, 607, EDGE_UPDATE, ROLE_AMBASSADOR, 110_73_0, 0.64261, EVO_NONE, 110_73_0, 0.64261, EVO_NONE, ROLE_AMBASSADOR, 94_84_1, 8.16, EVO_NONE, 94_84_1, 8.16, EVO_NONE
110, 22, 1, 1747, 128, 1625, 125, 16, 607, EDGE_UPDATE, ROLE_AMBASSADOR, 110_73_0, 0.641287, EVO_NONE, 110_73_0, 0.641287, EVO_NONE, ROLE_AMBASSADOR, 94_84_1, 8.14469, EVO_NONE, 94_84_1, 8.14469, EVO_NONE
110, 35, 1, 1748, 128, 1625, 125, 16, 607, EDGE_UPDATE, ROLE_AMBASSADOR, 110_73_0, 0.639969, EVO_NONE, 110_73_0, 0.639969, EVO_NONE, ROLE_AMBASSADOR, 114_101_0, 14.1411, EVO_NONE, 114_101_0, 14.1411, EVO_NONE
110, 41, 1, 1749, 128, 1625, 125, 16, 607, EDGE_UPDATE, ROLE_AMBASSADOR, 110_73_0, 0.638656, EVO_NONE, 110_73_0, 0.638656, EVO_NONE, ROLE_AMBASSADOR, 75_70_0, 3.08685, EVO_GROWTH, 114_101_0, 14.1153, EVO_CONTRACT
110, 44, 1, 1750, 128, 1625, 125, 16, 607, EDGE_UPDATE, ROLE_AMBASSADOR, 110_73_0, 0.637348, EVO_NONE, 110_73_0, 0.637348, EVO_NONE, ROLE_AMBASSADOR, 114_101_0, 13.4549, EVO_NONE, 114_101_0, 13.4549, EVO_NONE
110, 45, 1, 1751, 128, 1625, 125, 16, 607, EDGE_UPDATE, ROLE_AMBASSADOR, 110_73_0, 0.636045, EVO_NONE, 110_73_0, 0.636045, EVO_NONE, ROLE_AMBASSADOR, 114_101_0, 13.4291, EVO_NONE, 114_101_0, 13.4291, EVO_NONE
110, 58, 1, 1752, 128, 1625, 125, 16, 607, EDGE_UPDATE, ROLE_AMBASSADOR, 110_73_0, 0.634748, EVO_NONE, 110_73_0, 0.634748, EVO_NONE, ROLE_AMBASSADOR, 75_70_0, 3.08119, EVO_NONE, 75_70_0, 3.08119, EVO_NONE
110, 60, 1, 1753, 128, 1625, 125, 16, 607, EDGE_UPDATE, ROLE_AMBASSADOR, 110_73_0, 0.633455, EVO_NONE, 110_73_0, 0.633455, EVO_NONE, ROLE_AMBASSADOR, 114_101_0, 13.4034, EVO_NONE, 114_101_0, 13.4034, EVO_NONE
110, 70, 1, 1754, 128, 1625, 125, 16, 607, EDGE_UPDATE, ROLE_AMBASSADOR, 110_73_0, 0.632168, EVO_NONE, 110_73_0, 0.632168, EVO_NONE, ROLE_AMBASSADOR, 75_70_0, 3.07554, EVO_NONE, 75_70_0, 3.07554, EVO_NONE
110, 73, 1, 1755, 128, 1626, 125, 16, 608, EDGE_UPDATE, ROLE_NONE, 110_73_0, 0.457342, EVO_NONE, 110_73_0, 0.788941, EVO_NONE, ROLE_NONE, 110_73_0, 0.457342, EVO_NONE, 110_73_0, 0.788941, EVO_NONE
110, 81, 1, 1756, 128, 1627, 125, 16, 609, EDGE_UPDATE, ROLE_NONE, 110_73_0, 0.439107, EVO_NONE, 110_73_0, 0.610026, EVO_NONE, ROLE_NONE, 110_73_0, 0.439107, EVO_NONE, 110_73_0, 0.610026, EVO_NONE
110, 88, 1, 1757, 128, 1628, 125, 16, 610, EDGE_UPDATE, ROLE_NONE, 110_73_0, 0.563733, EVO_NONE, 110_73_0, 0.585996, EVO_NONE, ROLE_NONE, 110_73_0, 0.563733, EVO_NONE, 110_73_0, 0.585996, EVO_NONE
110, 95, 1, 1758, 128, 1628, 125, 16, 610, EDGE_UPDATE, ROLE_AMBASSADOR, 110_73_0, 0.562705, EVO_NONE, 110_73_0, 0.562705, EVO_NONE, ROLE_AMBASSADOR, 94_84_1, 8.13697, EVO_NONE, 94_84_1, 8.13697, EVO_NONE
110, 111, 1, 1759, 128, 1629, 125, 16, 610, EDGE_ADD, ROLE_AMBASSADOR, 110_73_0, 0.561863, EVO_NONE, 110_73_0, 0.561863, EVO_NONE, ROLE_AMBASSADOR, 114_101_0, 14.0956, EVO_GROWTH, 102_101_0, 0.479695, EVO_CONTRACT
110, 119, 1, 1760, 128, 1630, 125, 16, 609, EDGE_ADD, ROLE_AMBASSADOR, 89_76_0, 1.40339, EVO_MERGE, 110_73_0, 0.561024, EVO_DEATH, ROLE_AMBASSADOR, 89_76_0, 1.40339, EVO_NONE, 89_76_0, -0.054154, EVO_NONE
111, 5, 1, 1761, 128, 1630, 125, 16, 609, EDGE_UPDATE, ROLE_AMBASSADOR, 114_101_0, 14.0738, EVO_NONE, 114_101_0, 14.0738, EVO_NONE, ROLE_AMBASSADOR, 105_86_0, 13.9958, EVO_NONE, 105_86_0, 13.9958, EVO_NONE
111, 14, 1, 1762, 128, 1630, 125, 16, 609, EDGE_UPDATE, ROLE_AMBASSADOR, 114_101_0, 14.0477, EVO_NONE, 114_101_0, 14.0477, EVO_NONE, ROLE_AMBASSADOR, 106_100_0, 11.1578, EVO_NONE, 106_100_0, 11.1578, EVO_NONE
111, 42, 1, 1763, 128, 1631, 125, 16, 610, EDGE_UPDATE, ROLE_NONE, 114_101_0, 13.0619, EVO_NONE, 114_101_0, 14.1448, EVO_NONE, ROLE_NONE, 114_101_0, 13.0619, EVO_NONE, 114_101_0, 14.1448, EVO_NONE
111, 45, 1, 1764, 128, 1632, 125, 16, 611, EDGE_UPDATE, ROLE_NONE, 114_101_0, 11.5132, EVO_NONE, 114_101_0, 13.1609, EVO_NONE, ROLE_NONE, 114_101_0, 11.5132, EVO_NONE, 114_101_0, 13.1609, EVO_NONE
111, 54, 1, 1765, 128, 1633, 125, 16, 612, EDGE_UPDATE, ROLE_NONE, 111_54_0, 13.468, EVO_SPLIT, 114_101_0, 11.6158, EVO_CONTRACT, ROLE_NONE, 111_54_0, 13.468, EVO_SPLIT, 114_101_0, 11.6158, EVO_CONTRACT
111, 60, 1, 1766, 128, 1634, 125, 16, 613, EDGE_UPDATE, ROLE_NONE, 111_54_0, 11.0941, EVO_NONE, 111_54_0, 13.8529, EVO_NONE, ROLE_NONE, 111_54_0, 11.0941, EVO_NONE, 111_54_0, 13.8529, EVO_NONE
111, 73, 1, 1767, 128, 1634, 125, 16, 613, EDGE_UPDATE, ROLE_AMBASSADOR, 111_54_0, 11.726, EVO_NONE, 111_54_0, 11.0221, EVO_NONE, ROLE_AMBASSADOR, 111_54_0, 11.726, EVO_GROWTH, 89_76_0, 1.40437, EVO_CONTRACT
111, 81, 1, 1768, 128, 1634, 125, 16, 613, EDGE_UPDATE, ROLE_AMBASSADOR, 111_54_0, 13.4119, EVO_NONE, 111_54_0, 11.6655, EVO_NONE, ROLE_AMBASSADOR, 111_54_0, 13.4119, EVO_GROWTH, 89_76_0, 0.60879, EVO_CONTRACT
111, 83, 1, 1769, 128, 1635, 125, 16, 614, EDGE_UPDATE, ROLE_NONE, 111_54_0, 11.4054, EVO_NONE, 111_54_0, 13.6457, EVO_NONE, ROLE_NONE, 111_54_0, 11.4054, EVO_NONE, 111_54_0, 13.6457, EVO_NONE
111, 89, 1, 1770, 128, 1635, 125, 16, 614, EDGE_UPDATE, ROLE_AMBASSADOR, 111_54_0, 10.4404, EVO_NONE, 111_54_0, 11.3583, EVO_NONE, ROLE_AMBASSADOR, 111_54_0, 10.4404, EVO_GROWTH, 61_49_0, -0.0614912, EVO_CONTRACT
111, 93, 1, 1771, 128, 1635, 125, 16, 614, EDGE_UPDATE, ROLE_AMBASSADOR, 111_54_0, 11.011, EVO_NONE, 111_54_0, 10.402, EVO_NONE, ROLE_AMBASSADOR, 111_54_0, 11.011, EVO_GROWTH, 102_101_0, 0.327561, EVO_CONTRACT
111, 95, 1, 1772, 128, 1635, 125, 16, 614, EDGE_UPDATE, ROLE_AMBASSADOR, 111_54_0, 12.6997, EVO_NONE, 111_54_0, 10.9745, EVO_NONE, ROLE_AMBASSADOR, 111_54_0, 12.6997, EVO_GROWTH, 94_84_1, 8.13927, EVO_CONTRACT
111, 104, 1, 1773, 128, 1636, 125, 16, 615, EDGE_UPDATE, ROLE_NONE, 111_104_0, 16.1767, EVO_SPLIT, 111_54_0, 12.8662, EVO_CONTRACT, ROLE_NONE, 111_104_0, 16.1767, EVO_SPLIT, 111_54_0, 12.8662, EVO_CONTRACT
111, 110, 1, 1774, 128, 1636, 125, 16, 615, EDGE_UPDATE, ROLE_AMBASSADOR, 111_104_0, 15.3849, EVO_NONE, 111_104_0, 16.0696, EVO_NONE, ROLE_AMBASSADOR, 111_104_0, 15.3849, EVO_GROWTH, 89_76_0, 0.0252701, EVO_CONTRACT
111, 113, 1, 1775, 128, 1637, 125, 16, 615, EDGE_ADD, ROLE_AMBASSADOR, 111_104_0, 14.9967, EVO_NONE, 111_104_0, 15.3063, EVO_NONE, ROLE_AMBASSADOR, 111_104_0, 14.9967, EVO_GROWTH, 75_70_0, 3.08136, EVO_CONTRACT
111, 127, 1, 1776, 128, 1638, 125, 16, 615, EDGE_ADD, ROLE_AMBASSADOR, 111_104_0, 15.3798, EVO_NONE, 111_104_0, 14.9284, EVO_NONE, ROLE_AMBASSADOR, 111_104_0, 15.3798, EVO_GROWTH, 94_84_1, 7.16261, EVO_CONTRACT
112, 14, 1, 1777, 128, 1638, 125, 16, 615, EDGE_UPDATE, ROLE_AMBASSADOR, 111_54_0, 14.1425, EVO_GROWTH, 89_76_0, -0.0494325, EVO_CONTRACT, ROLE_AMBASSADOR, 111_104_0, 16.938, EVO_GROWTH, 106_100_0, 11.1628, EVO_CONTRACT
112, 41, 1, 1778, 128, 1638, 125, 16, 615, EDGE_UPDATE, ROLE_AMBASSADOR, 111_54_0, 14.0742, EVO_NONE, 111_54_0, 14.0742, EVO_NONE, ROLE_AMBASSADOR, 111_104_0, 18.3921, EVO_GROWTH, 75_70_0, 2.12209, EVO_CONTRACT
112, 54, 1, 1779, 128, 1638, 125, 16, 615, EDGE_UPDATE, ROLE_AMBASSADOR, 111_54_0, 14.0065, EVO_NONE, 111_54_0, 14.0065, EVO_NONE, ROLE_AMBASSADOR, 111_104_0, 18.328, EVO_NONE, 111_104_0, 18.328, EVO_NONE
112, 56, 1, 1780, 128, 1638, 125, 16, 615, EDGE_UPDATE, ROLE_AMBASSADOR, 111_54_0, 16.253, EVO_NONE, 111_54_0, 13.9394, EVO_NONE, ROLE_AMBASSADOR, 111_54_0, 16.253, EVO_GROWTH, 89_76_0, -0.0494394, EVO_CONTRACT
112, 60, 1, 1781, 128, 1639, 125, 16, 616, EDGE_UPDATE, ROLE_NONE, 111_54_0, 13.1842, EVO_NONE, 111_54_0, 16.4539, EVO_NONE, ROLE_NONE, 111_54_0, 13.1842, EVO_NONE, 111_54_0, 16.4539, EVO_NONE
112, 70, 1, 1782, 128, 1639, 125, 16, 616, EDGE_UPDATE, ROLE_AMBASSADOR, 111_54_0, 13.1344, EVO_NONE, 111_54_0, 13.1344, EVO_NONE, ROLE_AMBASSADOR, 111_104_0, 18.8544, EVO_GROWTH, 75_70_0, 0.952483, EVO_CONTRACT
112, 73, 1, 1783, 128, 1640, 125, 16, 617, EDGE_UPDATE, ROLE_NONE, 111_54_0, 10.5359, EVO_NONE, 111_54_0, 13.3392, EVO_NONE, ROLE_NONE, 111_54_0, 10.5359, EVO_NONE, 111_54_0, 13.3392, EVO_NONE
112, 75, 1, 1784, 128, 1640, 125, 16, 617, EDGE_UPDATE, ROLE_AMBASSADOR, 111_54_0, 10.4999, EVO_NONE, 111_54_0, 10.4999, EVO_NONE, ROLE_AMBASSADOR, 111_104_0, 20.5903, EVO_GROWTH, 75_70_0, -0.0904886, EVO_CONTRACT
112, 81, 1, 1785, 128, 1641, 125, 16, 618, EDGE_UPDATE, ROLE_NONE, 111_54_0, 8.4028, EVO_NONE, 111_54_0, 10.7032, EVO_NONE, ROLE_NONE, 111_54_0, 8.4028, EVO_NONE, 111_54_0, 10.7032, EVO_NONE
112, 83, 1, 1786, 128, 1641, 125, 16, 618, EDGE_UPDATE, ROLE_AMBASSADOR, 111_54_0, 8.37643, EVO_NONE, 111_54_0, 8.37643, EVO_NONE, ROLE_AMBASSADOR, 111_104_0, 20.5379, EVO_NONE, 111_104_0, 20.5379, EVO_NONE
112, 88, 1, 1787, 128, 1641, 125, 16, 618, EDGE_UPDATE, ROLE_AMBASSADOR, 111_54_0, 9.8638, EVO_NONE, 111_54_0, 8.35022, EVO_NONE, ROLE_AMBASSADOR, 111_54_0, 9.8638, EVO_GROWTH, 89_76_0, -0.0494255, EVO_CONTRACT
112, 95, 1, 1788, 128, 1641, 125, 16, 618, EDGE_UPDATE, ROLE_AMBASSADOR, 111_54_0, 9.83591, EVO_NONE, 111_54_0, 9.83591, EVO_NONE, ROLE_AMBASSADOR, 111_104_0, 20.4795, EVO_NONE, 111_104_0, 20.4795, EVO_NONE
112, 107, 1, 1789, 128, 1641, 125, 16, 618, EDGE_UPDATE, ROLE_AMBASSADOR, 111_54_0, 9.18183, EVO_NONE, 111_54_0, 9.80817, EVO_NONE, ROLE_AMBASSADOR, 111_54_0, 9.18183, EVO_GROWTH, 106_100_0, 11.168, EVO_CONTRACT
112, 119, 1, 1790, 128, 1642, 125, 16, 618, EDGE_ADD, ROLE_AMBASSADOR, 111_104_0, 22.5965, EVO_GROWTH, 111_54_0, 9.16099, EVO_CONTRACT, ROLE_AMBASSADOR, 111_104_0, 22.5965, EVO_GROWTH, 89_76_0, -0.0494707, EVO_CONTRACT
112, 120, 1, 1791, 128, 1643, 125, 16, 618, EDGE_ADD, ROLE_AMBASSADOR, 111_104_0, 22.5467, EVO_NONE, 111_104_0, 22.5467, EVO_NONE, ROLE_AMBASSADOR, 111_54_0, 6.67814, EVO_GROWTH, 105_86_0, 14.0257, EVO_CONTRACT
112, 127, 1, 1792, 128, 1645, 125, 16, 619, EDGE_ADD, ROLE_NONE, 111_104_0, 21.5189, EVO_NONE, 111_104_0, 22.6433, EVO_NONE, ROLE_NONE, 111_104_0, 21.5189, EVO_NONE, 111_104_0, 22.6433, EVO_NONE
113, 2, 1, 1793, 128, 1645, 125, 16, 619, EDGE_UPDATE, ROLE_AMBASSADOR, 111_104_0, 23.2495, EVO_NONE, 111_104_0, 21.4661, EVO_NONE, ROLE_AMBASSADOR, 111_104_0, 23.2495, EVO_GROWTH, 94_84_1, 6.725, EVO_CONTRACT
113, 11, 1, 1794, 128, 1645, 125, 16, 619, EDGE_UPDATE, ROLE_AMBASSADOR, 111_104_0, 24.9124, EVO_NONE, 111_104_0, 23.1963, EVO_NONE, ROLE_AMBASSADOR, 111_104_0, 24.9124, EVO_GROWTH, 75_70_0, -0.0936782, EVO_CONTRACT
113, 20, 1, 1795, 128, 1645, 125, 16, 619, EDGE_UPDATE, ROLE_AMBASSADOR, 111_54_0, 6.92364, EVO_GROWTH, 111_104_0, 24.8597, EVO_CONTRACT, ROLE_AMBASSADOR, 114_101_0, 9.3128, EVO_GROWTH, 102_101_0, 0.170247, EVO_CONTRACT
113, 35, 1, 1796, 128, 1645, 125, 16, 619, EDGE_UPDATE, ROLE_AMBASSADOR, 111_54_0, 6.90626, EVO_NONE, 111_54_0, 6.90626, EVO_NONE, ROLE_AMBASSADOR, 111_104_0, 25.7495, EVO_GROWTH, 114_101_0, 9.293, EVO_CONTRACT
113, 41, 1, 1797, 128, 1645, 125, 16, 619, EDGE_UPDATE, ROLE_AMBASSADOR, 111_54_0, 6.88897, EVO_NONE, 111_54_0, 6.88897, EVO_NONE, ROLE_AMBASSADOR, 111_104_0, 25.6965, EVO_NONE, 111_104_0, 25.6965, EVO_NONE
113, 42, 1, 1798, 128, 1645, 125, 16, 619, EDGE_UPDATE, ROLE_AMBASSADOR, 111_54_0, 6.87176, EVO_NONE, 111_54_0, 6.87176, EVO_NONE, ROLE_AMBASSADOR, 111_104_0, 27.1885, EVO_GROWTH, 114_101_0, 9.43859, EVO_CONTRACT
113, 44, 1, 1799, 128, 1645, 125, 16, 619, EDGE_UPDATE, ROLE_AMBASSADOR, 111_54_0, 6.85463, EVO_NONE, 111_54_0, 6.85463, EVO_NONE, ROLE_AMBASSADOR, 114_101_0, 9.51374, EVO_NONE, 114_101_0, 9.51374, EVO_NONE
113, 45, 1, 1800, 128, 1645, 125, 16, 619, EDGE_UPDATE, ROLE_AMBASSADOR, 111_54_0, 6.83759, EVO_NONE, 111_54_0, 6.83759, EVO_NONE, ROLE_AMBASSADOR, 111_104_0, 27.1359, EVO_NONE, 111_104_0, 27.1359, EVO_NONE
