vertexA, vertexB, weight, timestamp, graphOrder, graphWeight, graphEdgeCount, maxDegree, numCommunities, edgeType, vertexARole, vertexANewCommunity, vertexANewCommunityQ, vertexANewCommunityEvolution, vertexAOldCommunity, vertexAOldCommunityQ, vertexAOldCommunityEvolution, vertexBRole, vertexBNewCommunity, vertexBNewCommunityQ, vertexBNewCommunityEvolution, vertexBOldCommunity, vertexBOldCommunityQ, vertexBOldCommunityEvolution
1, 9, 1, 1, 2, 1, 1, 1, 1, EDGE_ADD, ROLE_LONER, 9_1_0, -1, EVO_BIRTH, -1, 0, EVO_NONE, ROLE_LONER, 9_1_0, -1, EVO_BIRTH, -1, 0, EVO_NONE
1, 13, 1, 2, 3, 2, 2, 2, 1, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 0, EVO_NONE, 9_1_0, 0, EVO_NONE, ROLE_LONER, 9_1_0, 0, EVO_GROWTH, -1, 0, EVO_NONE
1, 22, 1, 3, 4, 3, 3, 3, 1, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 0.57735, EVO_NONE, 9_1_0, 0.57735, EVO_NONE, ROLE_LONER, 9_1_0, 0.57735, EVO_GROWTH, -1, 0, EVO_NONE
1, 23, 1, 4, 5, 4, 4, 4, 1, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 1, EVO_NONE, 9_1_0, 1, EVO_NONE, ROLE_LONER, 9_1_0, 1, EVO_GROWTH, -1, 0, EVO_NONE
1, 27, 1, 5, 6, 5, 5, 5, 1, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 1.34164, EVO_NONE, 9_1_0, 1.34164, EVO_NONE, ROLE_LONER, 9_1_0, 1.34164, EVO_GROWTH, -1, 0, EVO_NONE
1, 31, 1, 6, 7, 6, 6, 6, 1, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 1.63299, EVO_NONE, 9_1_0, 1.63299, EVO_NONE, ROLE_LONER, 9_1_0, 1.63299, EVO_GROWTH, -1, 0, EVO_NONE
1, 37, 1, 7, 8, 7, 7, 7, 1, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 1.88982, EVO_NONE, 9_1_0, 1.88982, EVO_NONE, ROLE_LONER, 9_1_0, 1.88982, EVO_GROWTH, -1, 0, EVO_NONE
1, 38, 1, 8, 9, 8, 8, 8, 1, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 2.12132, EVO_NONE, 9_1_0, 2.12132, EVO_NONE, ROLE_LONER, 9_1_0, 2.12132, EVO_GROWTH, -1, 0, EVO_NONE
1, 47, 1, 9, 10, 9, 9, 9, 1, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 2.33333, EVO_NONE, 9_1_0, 2.33333, EVO_NONE, ROLE_LONER, 9_1_0, 2.33333, EVO_GROWTH, -1, 0, EVO_NONE
1, 51, 1, 10, 11, 10, 10, 10, 1, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 2.52982, EVO_NONE, 9_1_0, 2.52982, EVO_NONE, ROLE_LONER, 9_1_0, 2.52982, EVO_GROWTH, -1, 0, EVO_NONE
1, 84, 1, 11, 12, 11, 11, 11, 1, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 2.7136, EVO_NONE, 9_1_0, 2.7136, EVO_NONE, ROLE_LONER, 9_1_0, 2.7136, EVO_GROWTH, -1, 0, EVO_NONE
1, 89, 1, 12, 13, 12, 12, 12, 1, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 2.88675, EVO_NONE, 9_1_0, 2.88675, EVO_NONE, ROLE_LONER, 9_1_0, 2.88675, EVO_GROWTH, -1, 0, EVO_NONE
1, 90, 1, 13, 14, 13, 13, 13, 1, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 3.05085, EVO_NONE, 9_1_0, 3.05085, EVO_NONE, ROLE_LONER, 9_1_0, 3.05085, EVO_GROWTH, -1, 0, EVO_NONE
1, 118, 1, 14, 15, 14, 14, 14, 1, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 3.20713, EVO_NONE, 9_1_0, 3.20713, EVO_NONE, ROLE_LONER, 9_1_0, 3.20713, EVO_GROWTH, -1, 0, EVO_NONE
1, 126, 1, 15, 16, 15, 15, 15, 1, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 3.35659, EVO_NONE, 9_1_0, 3.35659, EVO_NONE, ROLE_LONER, 9_1_0, 3.35659, EVO_GROWTH, -1, 0, EVO_NONE
1, 128, 1, 16, 17, 16, 16, 16, 1, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 3.5, EVO_NONE, 9_1_0, 3.5, EVO_NONE, ROLE_LONER, 9_1_0, 3.5, EVO_GROWTH, -1, 0, EVO_NONE
2, 7, 1, 17, 19, 17, 17, 16, 2, EDGE_ADD, ROLE_LONER, 7_2_0, 4.09457, EVO_BIRTH, -1, 0, EVO_NONE, ROLE_LONER, 7_2_0, 4.09457, EVO_BIRTH, -1, 0, EVO_NONE
2, 35, 1, 18, 20, 18, 18, 16, 2, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 4.19026, EVO_NONE, 7_2_0, 4.19026, EVO_NONE, ROLE_LONER, 7_2_0, 4.19026, EVO_GROWTH, -1, 0, EVO_NONE
2, 42, 1, 19, 21, 19, 19, 16, 2, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 4.28645, EVO_NONE, 7_2_0, 4.28645, EVO_NONE, ROLE_LONER, 7_2_0, 4.28645, EVO_GROWTH, -1, 0, EVO_NONE
2, 55, 1, 20, 22, 20, 20, 16, 2, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 4.38269, EVO_NONE, 7_2_0, 4.38269, EVO_NONE, ROLE_LONER, 7_2_0, 4.38269, EVO_GROWTH, -1, 0, EVO_NONE
2, 70, 1, 21, 23, 21, 21, 16, 2, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 4.47866, EVO_NONE, 7_2_0, 4.47866, EVO_NONE, ROLE_LONER, 7_2_0, 4.47866, EVO_GROWTH, -1, 0, EVO_NONE
2, 71, 1, 22, 24, 22, 22, 16, 2, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 4.57412, EVO_NONE, 7_2_0, 4.57412, EVO_NONE, ROLE_LONER, 7_2_0, 4.57412, EVO_GROWTH, -1, 0, EVO_NONE
2, 83, 1, 23, 25, 23, 23, 16, 2, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 4.66891, EVO_NONE, 7_2_0, 4.66891, EVO_NONE, ROLE_LONER, 7_2_0, 4.66891, EVO_GROWTH, -1, 0, EVO_NONE
2, 88, 1, 24, 26, 24, 24, 16, 2, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 4.7629, EVO_NONE, 7_2_0, 4.7629, EVO_NONE, ROLE_LONER, 7_2_0, 4.7629, EVO_GROWTH, -1, 0, EVO_NONE
2, 93, 1, 25, 27, 25, 25, 16, 2, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 4.856, EVO_NONE, 7_2_0, 4.856, EVO_NONE, ROLE_LONER, 7_2_0, 4.856, EVO_GROWTH, -1, 0, EVO_NONE
2, 95, 1, 26, 28, 26, 26, 16, 2, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 4.94816, EVO_NONE, 7_2_0, 4.94816, EVO_NONE, ROLE_LONER, 7_2_0, 4.94816, EVO_GROWTH, -1, 0, EVO_NONE
2, 104, 1, 27, 29, 27, 27, 16, 2, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 5.03934, EVO_NONE, 7_2_0, 5.03934, EVO_NONE, ROLE_LONER, 7_2_0, 5.03934, EVO_GROWTH, -1, 0, EVO_NONE
2, 108, 1, 28, 30, 28, 28, 16, 2, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 5.12952, EVO_NONE, 7_2_0, 5.12952, EVO_NONE, ROLE_LONER, 7_2_0, 5.12952, EVO_GROWTH, -1, 0, EVO_NONE
2, 110, 1, 29, 31, 29, 29, 16, 2, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 5.21868, EVO_NONE, 7_2_0, 5.21868, EVO_NONE, ROLE_LONER, 7_2_0, 5.21868, EVO_GROWTH, -1, 0, EVO_NONE
2, 113, 1, 30, 32, 30, 30, 16, 2, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 5.30682, EVO_NONE, 7_2_0, 5.30682, EVO_NONE, ROLE_LONER, 7_2_0, 5.30682, EVO_GROWTH, -1, 0, EVO_NONE
2, 125, 1, 31, 33, 31, 31, 16, 2, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 5.39395, EVO_NONE, 7_2_0, 5.39395, EVO_NONE, ROLE_LONER, 7_2_0, 5.39395, EVO_GROWTH, -1, 0, EVO_NONE
2, 127, 1, 32, 34, 32, 32, 16, 2, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 5.48008, EVO_NONE, 7_2_0, 5.48008, EVO_NONE, ROLE_LONER, 7_2_0, 5.48008, EVO_GROWTH, -1, 0, EVO_NONE
3, 9, 1, 33, 35, 33, 33, 16, 2, EDGE_LEAF_BA, ROLE_LONER, 9_1_0, 5.56521, EVO_GROWTH, -1, 0, EVO_NONE, ROLE_AMBASSADOR, 9_1_0, 5.56521, EVO_NONE, 9_1_0, 5.56521, EVO_NONE
3, 22, 1, 34, 35, 35, 33, 16, 3, EDGE_ADD, ROLE_NONE, 9_1_0, 5.42119, EVO_NONE, 9_1_0, 5.64936, EVO_NONE, ROLE_NONE, 9_1_0, 5.42119, EVO_NONE, 9_1_0, 5.64936, EVO_NONE
3, 31, 1, 35, 35, 37, 33, 16, 4, EDGE_ADD, ROLE_NONE, 9_1_0, 5.31684, EVO_NONE, 9_1_0, 5.51481, EVO_NONE, ROLE_NONE, 9_1_0, 5.31684, EVO_NONE, 9_1_0, 5.51481, EVO_NONE
3, 35, 1, 36, 35, 38, 33, 16, 4, EDGE_ADD, ROLE_AMBASSADOR, 9_1_0, 5.26406, EVO_NONE, 9_1_0, 5.26406, EVO_NONE, ROLE_AMBASSADOR, 7_2_0, 5.83674, EVO_NONE, 7_2_0, 5.83674, EVO_NONE
3, 37, 1, 37, 35, 40, 33, 16, 5, EDGE_ADD, ROLE_NONE, 9_1_0, 5.19682, EVO_NONE, 9_1_0, 5.36635, EVO_NONE, ROLE_NONE, 9_1_0, 5.19682, EVO_NONE, 9_1_0, 5.36635, EVO_NONE
3, 38, 1, 38, 35, 42, 33, 16, 6, EDGE_ADD, ROLE_NONE, 9_1_0, 5.14971, EVO_NONE, 9_1_0, 5.30175, EVO_NONE, ROLE_NONE, 9_1_0, 5.14971, EVO_NONE, 9_1_0, 5.30175, EVO_NONE
3, 43, 1, 39, 36, 43, 34, 16, 6, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 5.25595, EVO_NONE, 9_1_0, 5.25595, EVO_NONE, ROLE_LONER, 9_1_0, 5.25595, EVO_GROWTH, -1, 0, EVO_NONE
3, 48, 1, 40, 37, 44, 35, 16, 6, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 5.35936, EVO_NONE, 9_1_0, 5.35936, EVO_NONE, ROLE_LONER, 9_1_0, 5.35936, EVO_GROWTH, -1, 0, EVO_NONE
3, 66, 1, 41, 38, 45, 36, 16, 6, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 5.46019, EVO_NONE, 9_1_0, 5.46019, EVO_NONE, ROLE_LONER, 9_1_0, 5.46019, EVO_GROWTH, -1, 0, EVO_NONE
3, 74, 1, 42, 39, 46, 37, 16, 6, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 5.55863, EVO_NONE, 9_1_0, 5.55863, EVO_NONE, ROLE_LONER, 9_1_0, 5.55863, EVO_GROWTH, -1, 0, EVO_NONE
3, 89, 1, 43, 39, 48, 37, 16, 7, EDGE_ADD, ROLE_NONE, 9_1_0, 5.52907, EVO_NONE, 9_1_0, 5.65485, EVO_NONE, ROLE_NONE, 9_1_0, 5.52907, EVO_NONE, 9_1_0, 5.65485, EVO_NONE
3, 96, 1, 44, 40, 49, 38, 16, 7, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 5.62588, EVO_NONE, 9_1_0, 5.62588, EVO_NONE, ROLE_LONER, 9_1_0, 5.62588, EVO_GROWTH, -1, 0, EVO_NONE
3, 97, 1, 45, 41, 50, 39, 16, 7, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 5.72064, EVO_NONE, 9_1_0, 5.72064, EVO_NONE, ROLE_LONER, 9_1_0, 5.72064, EVO_GROWTH, -1, 0, EVO_NONE
3, 121, 1, 46, 42, 51, 40, 16, 7, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 5.81349, EVO_NONE, 9_1_0, 5.81349, EVO_NONE, ROLE_LONER, 9_1_0, 5.81349, EVO_GROWTH, -1, 0, EVO_NONE
3, 123, 1, 47, 43, 52, 41, 16, 7, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 5.90454, EVO_NONE, 9_1_0, 5.90454, EVO_NONE, ROLE_LONER, 9_1_0, 5.90454, EVO_GROWTH, -1, 0, EVO_NONE
3, 128, 1, 48, 43, 54, 41, 16, 8, EDGE_ADD, ROLE_NONE, 9_1_0, 5.88573, EVO_NONE, 9_1_0, 5.99391, EVO_NONE, ROLE_NONE, 9_1_0, 5.88573, EVO_NONE, 9_1_0, 5.99391, EVO_NONE
4, 5, 1, 49, 45, 55, 42, 16, 9, EDGE_ADD, ROLE_LONER, 5_4_0, 7.4113, EVO_BIRTH, -1, 0, EVO_NONE, ROLE_LONER, 5_4_0, 7.4113, EVO_BIRTH, -1, 0, EVO_NONE
4, 16, 1, 50, 46, 56, 43, 16, 9, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 7.47377, EVO_NONE, 5_4_0, 7.47377, EVO_NONE, ROLE_LONER, 5_4_0, 7.47377, EVO_GROWTH, -1, 0, EVO_NONE
4, 17, 1, 51, 47, 57, 44, 16, 9, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 7.53589, EVO_NONE, 5_4_0, 7.53589, EVO_NONE, ROLE_LONER, 5_4_0, 7.53589, EVO_GROWTH, -1, 0, EVO_NONE
4, 29, 1, 52, 48, 58, 45, 16, 9, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 7.59766, EVO_NONE, 5_4_0, 7.59766, EVO_NONE, ROLE_LONER, 5_4_0, 7.59766, EVO_GROWTH, -1, 0, EVO_NONE
4, 30, 1, 53, 49, 59, 46, 16, 9, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 7.65908, EVO_NONE, 5_4_0, 7.65908, EVO_NONE, ROLE_LONER, 5_4_0, 7.65908, EVO_GROWTH, -1, 0, EVO_NONE
4, 32, 1, 54, 50, 60, 47, 16, 9, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 7.72015, EVO_NONE, 5_4_0, 7.72015, EVO_NONE, ROLE_LONER, 5_4_0, 7.72015, EVO_GROWTH, -1, 0, EVO_NONE
4, 41, 1, 55, 51, 61, 48, 16, 9, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 7.78086, EVO_NONE, 5_4_0, 7.78086, EVO_NONE, ROLE_LONER, 5_4_0, 7.78086, EVO_GROWTH, -1, 0, EVO_NONE
4, 53, 1, 56, 52, 62, 49, 16, 9, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 7.84123, EVO_NONE, 5_4_0, 7.84123, EVO_NONE, ROLE_LONER, 5_4_0, 7.84123, EVO_GROWTH, -1, 0, EVO_NONE
4, 61, 1, 57, 53, 63, 50, 16, 9, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 7.90126, EVO_NONE, 5_4_0, 7.90126, EVO_NONE, ROLE_LONER, 5_4_0, 7.90126, EVO_GROWTH, -1, 0, EVO_NONE
4, 64, 1, 58, 54, 64, 51, 16, 9, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 7.96094, EVO_NONE, 5_4_0, 7.96094, EVO_NONE, ROLE_LONER, 5_4_0, 7.96094, EVO_GROWTH, -1, 0, EVO_NONE
4, 69, 1, 59, 55, 65, 52, 16, 9, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 8.02028, EVO_NONE, 5_4_0, 8.02028, EVO_NONE, ROLE_LONER, 5_4_0, 8.02028, EVO_GROWTH, -1, 0, EVO_NONE
4, 78, 1, 60, 56, 66, 53, 16, 9, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 8.07928, EVO_NONE, 5_4_0, 8.07928, EVO_NONE, ROLE_LONER, 5_4_0, 8.07928, EVO_GROWTH, -1, 0, EVO_NONE
4, 79, 1, 61, 57, 67, 54, 16, 9, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 8.13794, EVO_NONE, 5_4_0, 8.13794, EVO_NONE, ROLE_LONER, 5_4_0, 8.13794, EVO_GROWTH, -1, 0, EVO_NONE
4, 107, 1, 62, 58, 68, 55, 16, 9, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 8.19628, EVO_NONE, 5_4_0, 8.19628, EVO_NONE, ROLE_LONER, 5_4_0, 8.19628, EVO_GROWTH, -1, 0, EVO_NONE
4, 109, 1, 63, 59, 69, 56, 16, 9, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 8.25428, EVO_NONE, 5_4_0, 8.25428, EVO_NONE, ROLE_LONER, 5_4_0, 8.25428, EVO_GROWTH, -1, 0, EVO_NONE
4, 122, 1, 64, 60, 70, 57, 16, 9, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 8.31196, EVO_NONE, 5_4_0, 8.31196, EVO_NONE, ROLE_LONER, 5_4_0, 8.31196, EVO_GROWTH, -1, 0, EVO_NONE
5, 4, 1, 65, 60, 71, 57, 16, 10, EDGE_UPDATE, ROLE_NONE, 5_4_0, 7.89786, EVO_NONE, 5_4_0, 8.30855, EVO_NONE, ROLE_NONE, 5_4_0, 7.89786, EVO_NONE, 5_4_0, 8.30855, EVO_NONE
5, 15, 1, 66, 61, 72, 58, 16, 10, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 7.97649, EVO_NONE, 5_4_0, 7.97649, EVO_NONE, ROLE_LONER, 5_4_0, 7.97649, EVO_GROWTH, -1, 0, EVO_NONE
5, 28, 1, 67, 62, 73, 59, 16, 10, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 8.05267, EVO_NONE, 5_4_0, 8.05267, EVO_NONE, ROLE_LONER, 5_4_0, 8.05267, EVO_GROWTH, -1, 0, EVO_NONE
5, 33, 1, 68, 63, 74, 60, 16, 10, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 8.12671, EVO_NONE, 5_4_0, 8.12671, EVO_NONE, ROLE_LONER, 5_4_0, 8.12671, EVO_GROWTH, -1, 0, EVO_NONE
5, 39, 1, 69, 64, 75, 61, 16, 10, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 8.19886, EVO_NONE, 5_4_0, 8.19886, EVO_NONE, ROLE_LONER, 5_4_0, 8.19886, EVO_GROWTH, -1, 0, EVO_NONE
5, 48, 1, 70, 64, 76, 61, 16, 10, EDGE_ADD, ROLE_AMBASSADOR, 5_4_0, 8.0904, EVO_NONE, 5_4_0, 8.06869, EVO_NONE, ROLE_AMBASSADOR, 5_4_0, 8.0904, EVO_GROWTH, 9_1_0, 6.99718, EVO_CONTRACT
5, 67, 1, 71, 65, 77, 62, 16, 10, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 8.1652, EVO_NONE, 5_4_0, 8.1652, EVO_NONE, ROLE_LONER, 5_4_0, 8.1652, EVO_GROWTH, -1, 0, EVO_NONE
5, 87, 1, 72, 66, 78, 63, 16, 10, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 8.23821, EVO_NONE, 5_4_0, 8.23821, EVO_NONE, ROLE_LONER, 5_4_0, 8.23821, EVO_GROWTH, -1, 0, EVO_NONE
5, 92, 1, 73, 67, 79, 64, 16, 10, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 8.30961, EVO_NONE, 5_4_0, 8.30961, EVO_NONE, ROLE_LONER, 5_4_0, 8.30961, EVO_GROWTH, -1, 0, EVO_NONE
5, 100, 1, 74, 68, 80, 65, 16, 10, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 8.37954, EVO_NONE, 5_4_0, 8.37954, EVO_NONE, ROLE_LONER, 5_4_0, 8.37954, EVO_GROWTH, -1, 0, EVO_NONE
5, 103, 1, 75, 69, 81, 66, 16, 10, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 8.44813, EVO_NONE, 5_4_0, 8.44813, EVO_NONE, ROLE_LONER, 5_4_0, 8.44813, EVO_GROWTH, -1, 0, EVO_NONE
5, 105, 1, 76, 70, 82, 67, 16, 10, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 8.51548, EVO_NONE, 5_4_0, 8.51548, EVO_NONE, ROLE_LONER, 5_4_0, 8.51548, EVO_GROWTH, -1, 0, EVO_NONE
5, 106, 1, 77, 71, 83, 68, 16, 10, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 8.58171, EVO_NONE, 5_4_0, 8.58171, EVO_NONE, ROLE_LONER, 5_4_0, 8.58171, EVO_GROWTH, -1, 0, EVO_NONE
5, 111, 1, 78, 72, 84, 69, 16, 10, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 8.64688, EVO_NONE, 5_4_0, 8.64688, EVO_NONE, ROLE_LONER, 5_4_0, 8.64688, EVO_GROWTH, -1, 0, EVO_NONE
5, 116, 1, 79, 73, 85, 70, 16, 10, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 8.71108, EVO_NONE, 5_4_0, 8.71108, EVO_NONE, ROLE_LONER, 5_4_0, 8.71108, EVO_GROWTH, -1, 0, EVO_NONE
5, 117, 1, 80, 74, 86, 71, 16, 10, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 8.77437, EVO_NONE, 5_4_0, 8.77437, EVO_NONE, ROLE_LONER, 5_4_0, 8.77437, EVO_GROWTH, -1, 0, EVO_NONE
6, 28, 1, 81, 75, 87, 72, 16, 10, EDGE_LEAF_BA, ROLE_LONER, 5_4_0, 8.83681, EVO_GROWTH, -1, 0, EVO_NONE, ROLE_AMBASSADOR, 5_4_0, 8.83681, EVO_NONE, 5_4_0, 8.83681, EVO_NONE
6, 34, 1, 82, 76, 88, 73, 16, 10, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 8.89845, EVO_NONE, 5_4_0, 8.89845, EVO_NONE, ROLE_LONER, 5_4_0, 8.89845, EVO_GROWTH, -1, 0, EVO_NONE
6, 42, 1, 83, 76, 89, 73, 16, 10, EDGE_ADD, ROLE_AMBASSADOR, 7_2_0, 8.625, EVO_GROWTH, 5_4_0, 8.82412, EVO_CONTRACT, ROLE_AMBASSADOR, 7_2_0, 8.625, EVO_NONE, 7_2_0, 8.83855, EVO_NONE
6, 46, 1, 84, 77, 90, 74, 16, 10, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 8.7114, EVO_NONE, 7_2_0, 8.7114, EVO_NONE, ROLE_LONER, 7_2_0, 8.7114, EVO_GROWTH, -1, 0, EVO_NONE
6, 48, 1, 85, 77, 91, 74, 16, 10, EDGE_ADD, ROLE_AMBASSADOR, 7_2_0, 8.38063, EVO_NONE, 7_2_0, 8.53937, EVO_NONE, ROLE_AMBASSADOR, 7_2_0, 8.38063, EVO_GROWTH, 5_4_0, 8.64109, EVO_CONTRACT
6, 70, 1, 86, 77, 93, 74, 16, 11, EDGE_ADD, ROLE_NONE, 7_2_0, 8.15496, EVO_NONE, 7_2_0, 8.47493, EVO_NONE, ROLE_NONE, 7_2_0, 8.15496, EVO_NONE, 7_2_0, 8.47493, EVO_NONE
6, 85, 1, 87, 78, 94, 75, 16, 11, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 8.25654, EVO_NONE, 7_2_0, 8.25654, EVO_NONE, ROLE_LONER, 7_2_0, 8.25654, EVO_GROWTH, -1, 0, EVO_NONE
6, 86, 1, 88, 79, 95, 76, 16, 11, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 8.35392, EVO_NONE, 7_2_0, 8.35392, EVO_NONE, ROLE_LONER, 7_2_0, 8.35392, EVO_GROWTH, -1, 0, EVO_NONE
6, 92, 1, 89, 79, 96, 76, 16, 11, EDGE_ADD, ROLE_AMBASSADOR, 7_2_0, 8.289, EVO_NONE, 7_2_0, 8.2353, EVO_NONE, ROLE_AMBASSADOR, 7_2_0, 8.289, EVO_GROWTH, 5_4_0, 8.86114, EVO_CONTRACT
6, 98, 1, 90, 80, 97, 77, 16, 11, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 8.38326, EVO_NONE, 7_2_0, 8.38326, EVO_NONE, ROLE_LONER, 7_2_0, 8.38326, EVO_GROWTH, -1, 0, EVO_NONE
6, 99, 1, 91, 81, 98, 78, 16, 11, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 8.47426, EVO_NONE, 7_2_0, 8.47426, EVO_NONE, ROLE_LONER, 7_2_0, 8.47426, EVO_GROWTH, -1, 0, EVO_NONE
6, 101, 1, 92, 82, 99, 79, 16, 11, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 8.56231, EVO_NONE, 7_2_0, 8.56231, EVO_NONE, ROLE_LONER, 7_2_0, 8.56231, EVO_GROWTH, -1, 0, EVO_NONE
6, 102, 1, 93, 83, 100, 80, 16, 11, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 8.64768, EVO_NONE, 7_2_0, 8.64768, EVO_NONE, ROLE_LONER, 7_2_0, 8.64768, EVO_GROWTH, -1, 0, EVO_NONE
6, 105, 1, 94, 83, 101, 80, 16, 11, EDGE_ADD, ROLE_AMBASSADOR, 7_2_0, 8.59432, EVO_NONE, 7_2_0, 8.55211, EVO_NONE, ROLE_AMBASSADOR, 7_2_0, 8.59432, EVO_GROWTH, 5_4_0, 8.93388, EVO_CONTRACT
6, 116, 1, 95, 83, 102, 80, 16, 11, EDGE_ADD, ROLE_AMBASSADOR, 7_2_0, 8.50521, EVO_NONE, 7_2_0, 8.50521, EVO_NONE, ROLE_AMBASSADOR, 5_4_0, 8.81125, EVO_NONE, 5_4_0, 8.81125, EVO_NONE
6, 117, 1, 96, 83, 103, 80, 16, 11, EDGE_ADD, ROLE_AMBASSADOR, 7_2_0, 8.41856, EVO_NONE, 7_2_0, 8.41856, EVO_NONE, ROLE_AMBASSADOR, 5_4_0, 8.72151, EVO_NONE, 5_4_0, 8.72151, EVO_NONE
7, 2, 1, 97, 83, 104, 80, 16, 12, EDGE_UPDATE, ROLE_NONE, 7_2_0, 8.26385, EVO_NONE, 7_2_0, 8.46494, EVO_NONE, ROLE_NONE, 7_2_0, 8.26385, EVO_NONE, 7_2_0, 8.46494, EVO_NONE
